# Generated Complex Grid Map
# NODE,id,name,x,y
# EDGE,startId,endId,length,capacity,isUnderConstruction,potholes

NODE,121,Node_121,0,40
NODE,122,Node_122,4,40
NODE,123,ISBT Hub,8,40
NODE,124,Node_124,12,40
NODE,125,Node_125,16,40
NODE,126,Node_126,20,40
NODE,127,Node_127,24,40
NODE,128,Node_128,28,40
NODE,129,Node_129,32,40
NODE,130,Node_130,36,40
NODE,131,Clock Tower,40,40
NODE,132,Node_132,44,40
NODE,133,Node_133,0,44
NODE,134,Node_134,4,44
NODE,135,Node_135,8,44
NODE,136,Node_136,12,44
NODE,137,Node_137,16,44
NODE,138,Node_138,20,44
NODE,139,Node_139,24,44
NODE,140,Node_140,28,44
NODE,141,Node_141,32,44
NODE,142,Node_142,36,44
NODE,143,Node_143,40,44
NODE,144,Node_144,44,44

EDGE,1,2,430.0,8,true,1
EDGE,2,1,430.0,8,true,2
EDGE,1,13,718.0,9,false,2
EDGE,13,1,718.0,13,false,2
EDGE,2,3,756.0,5,false,0
EDGE,3,2,756.0,18,false,2
EDGE,2,14,541.0,15,false,2
EDGE,14,2,541.0,18,false,2
EDGE,3,4,517.0,7,false,1
EDGE,4,3,517.0,17,false,2
EDGE,3,15,537.0,10,false,1
EDGE,15,3,537.0,14,true,2
EDGE,4,5,358.0,6,false,0
EDGE,5,4,358.0,10,false,1
EDGE,4,16,619.0,7,false,0
EDGE,16,4,619.0,6,false,0
EDGE,5,6,690.0,16,false,1
EDGE,6,5,690.0,18,false,2
EDGE,5,17,393.0,5,false,0
EDGE,17,5,393.0,9,false,0
EDGE,6,7,698.0,9,false,0
EDGE,7,6,698.0,17,false,0
EDGE,6,18,776.0,16,false,2
EDGE,18,6,776.0,18,false,1
EDGE,7,8,509.0,16,false,1
EDGE,8,7,509.0,15,false,0
EDGE,7,19,470.0,6,false,2
EDGE,19,7,470.0,15,false,1
EDGE,8,9,452.0,17,false,2
EDGE,9,8,452.0,12,false,1
EDGE,8,20,732.0,17,false,2
EDGE,20,8,732.0,13,false,2
EDGE,9,10,521.0,13,false,2
EDGE,10,9,521.0,19,false,1
EDGE,9,21,335.0,16,false,2
EDGE,21,9,335.0,5,false,0
EDGE,10,11,584.0,11,false,0
EDGE,11,10,584.0,10,false,2
EDGE,10,22,591.0,19,false,0
EDGE,22,10,591.0,19,false,0
EDGE,11,12,729.0,12,false,2
EDGE,12,11,729.0,16,false,0
EDGE,11,23,545.0,17,false,0
EDGE,23,11,545.0,11,false,2
EDGE,12,24,489.0,13,false,2
EDGE,24,12,489.0,18,false,2
EDGE,13,14,677.0,17,true,0
EDGE,14,13,677.0,6,true,1
EDGE,13,25,788.0,18,false,1
EDGE,25,13,788.0,9,false,2
EDGE,14,15,481.0,6,false,1
EDGE,15,14,481.0,13,false,1
EDGE,14,26,705.0,12,false,0
EDGE,26,14,705.0,18,false,2
EDGE,15,16,590.0,11,false,1
EDGE,16,15,590.0,11,false,2
EDGE,15,27,530.0,15,false,0
EDGE,27,15,530.0,8,false,2
EDGE,16,17,759.0,5,false,1
EDGE,17,16,759.0,6,false,1
EDGE,16,28,365.0,7,false,1
EDGE,28,16,365.0,14,false,2
EDGE,17,18,459.0,11,false,0
EDGE,18,17,459.0,6,false,0
EDGE,17,29,710.0,11,false,0
EDGE,29,17,710.0,9,false,1
EDGE,18,19,682.0,7,false,2
EDGE,19,18,682.0,7,false,1
EDGE,18,30,434.0,11,false,2
EDGE,30,18,434.0,5,false,2
EDGE,19,20,738.0,9,false,0
EDGE,20,19,738.0,19,false,2
EDGE,19,31,687.0,15,false,2
EDGE,31,19,687.0,14,false,0
EDGE,20,21,602.0,13,false,1
EDGE,21,20,602.0,13,false,1
EDGE,20,32,571.0,16,false,2
EDGE,32,20,571.0,14,false,1
EDGE,21,22,613.0,14,false,0
EDGE,22,21,613.0,13,false,1
EDGE,21,33,506.0,7,false,1
EDGE,33,21,506.0,12,false,1
EDGE,22,23,464.0,10,false,1
EDGE,23,22,464.0,11,false,0
EDGE,22,34,652.0,6,false,2
EDGE,34,22,652.0,9,false,0
EDGE,23,24,745.0,17,false,2
EDGE,24,23,745.0,7,false,1
EDGE,23,35,648.0,19,false,1
EDGE,35,23,648.0,15,false,1
EDGE,24,36,377.0,12,false,0
EDGE,36,24,377.0,13,false,1
EDGE,25,26,520.0,11,false,2
EDGE,26,25,520.0,12,false,1
EDGE,25,37,650.0,9,false,2
EDGE,37,25,650.0,8,false,0
EDGE,26,27,434.0,8,false,0
EDGE,27,26,434.0,19,false,2
EDGE,26,38,341.0,19,false,0
EDGE,38,26,341.0,10,false,0
EDGE,27,28,452.0,6,false,2
EDGE,28,27,452.0,11,false,2
EDGE,27,39,407.0,9,false,0
EDGE,39,27,407.0,6,false,0
EDGE,28,29,408.0,17,false,1
EDGE,29,28,408.0,8,false,1
EDGE,28,40,416.0,16,false,2
EDGE,40,28,416.0,14,false,2
EDGE,29,30,765.0,13,false,1
EDGE,30,29,765.0,5,false,0
EDGE,29,41,347.0,9,false,1
EDGE,41,29,347.0,9,false,0
EDGE,30,31,473.0,6,false,0
EDGE,31,30,473.0,6,false,2
EDGE,30,42,474.0,19,false,1
EDGE,42,30,474.0,18,false,1
EDGE,31,32,388.0,15,false,2
EDGE,32,31,388.0,8,false,2
EDGE,31,43,698.0,8,false,1
EDGE,43,31,698.0,17,false,2
EDGE,32,33,390.0,5,false,2
EDGE,33,32,390.0,18,false,2
EDGE,32,44,686.0,14,false,0
EDGE,44,32,686.0,12,false,1
EDGE,33,34,318.0,7,false,0
EDGE,34,33,318.0,19,false,1
EDGE,33,45,348.0,12,false,0
EDGE,45,33,348.0,13,false,0
EDGE,34,35,315.0,19,false,1
EDGE,35,34,315.0,19,false,0
EDGE,34,46,470.0,5,false,1
EDGE,46,34,470.0,16,false,1
EDGE,35,36,577.0,15,true,2
EDGE,36,35,577.0,10,true,2
EDGE,35,47,793.0,7,false,1
EDGE,47,35,793.0,14,false,2
EDGE,36,48,735.0,8,false,2
EDGE,48,36,735.0,13,false,1
EDGE,37,38,621.0,8,false,0
EDGE,38,37,621.0,18,false,1
EDGE,37,49,617.0,7,false,1
EDGE,49,37,617.0,13,false,0
EDGE,38,39,722.0,8,false,2
EDGE,39,38,722.0,13,false,2
EDGE,38,50,490.0,18,false,1
EDGE,50,38,490.0,7,false,1
EDGE,39,40,340.0,10,false,1
EDGE,40,39,340.0,16,false,1
EDGE,39,51,619.0,6,false,1
EDGE,51,39,619.0,15,false,1
EDGE,40,41,400.0,15,false,1
EDGE,41,40,400.0,16,false,2
EDGE,40,52,723.0,6,false,1
EDGE,52,40,723.0,18,false,1
EDGE,41,42,740.0,6,false,2
EDGE,42,41,740.0,15,false,1
EDGE,41,53,356.0,13,true,2
EDGE,53,41,356.0,13,true,1
EDGE,42,43,367.0,9,false,0
EDGE,43,42,367.0,18,false,2
EDGE,42,54,349.0,5,false,2
EDGE,54,42,349.0,17,false,2
EDGE,43,44,735.0,17,true,0
EDGE,44,43,735.0,9,true,1
EDGE,43,55,780.0,14,false,1
EDGE,55,43,780.0,9,false,0
EDGE,44,45,413.0,13,false,1
EDGE,45,44,413.0,13,false,2
EDGE,44,56,688.0,9,false,1
EDGE,56,44,688.0,18,false,1
EDGE,45,46,661.0,14,false,1
EDGE,46,45,661.0,7,false,0
EDGE,45,57,753.0,15,false,1
EDGE,57,45,753.0,19,false,1
EDGE,46,47,555.0,17,false,0
EDGE,47,46,555.0,12,false,1
EDGE,46,58,649.0,16,false,2
EDGE,58,46,649.0,5,false,2
EDGE,47,48,366.0,17,false,0
EDGE,48,47,366.0,12,false,0
EDGE,47,59,305.0,6,false,2
EDGE,59,47,305.0,14,false,0
EDGE,48,60,603.0,5,false,1
EDGE,60,48,603.0,11,false,0
EDGE,49,50,506.0,19,false,1
EDGE,50,49,506.0,7,false,1
EDGE,49,61,421.0,18,false,1
EDGE,61,49,421.0,6,false,1
EDGE,50,51,541.0,10,false,2
EDGE,51,50,541.0,6,false,0
EDGE,50,62,628.0,10,false,1
EDGE,62,50,628.0,19,false,2
EDGE,51,52,691.0,15,false,1
EDGE,52,51,691.0,11,false,1
EDGE,51,63,444.0,11,false,0
EDGE,63,51,444.0,15,false,1
EDGE,52,53,729.0,6,false,2
EDGE,53,52,729.0,19,false,0
EDGE,52,64,399.0,5,false,2
EDGE,64,52,399.0,17,false,2
EDGE,53,54,522.0,12,false,1
EDGE,54,53,522.0,19,false,1
EDGE,53,65,421.0,12,false,0
EDGE,65,53,421.0,9,false,1
EDGE,54,55,633.0,16,false,1
EDGE,55,54,633.0,5,false,0
EDGE,54,66,442.0,19,false,1
EDGE,66,54,442.0,8,false,0
EDGE,55,56,305.0,11,false,1
EDGE,56,55,305.0,8,false,0
EDGE,55,67,708.0,11,false,2
EDGE,67,55,708.0,10,false,1
EDGE,56,57,792.0,13,false,2
EDGE,57,56,792.0,5,false,1
EDGE,56,68,633.0,19,false,2
EDGE,68,56,633.0,17,false,1
EDGE,57,58,382.0,13,false,0
EDGE,58,57,382.0,9,false,2
EDGE,57,69,305.0,11,false,2
EDGE,69,57,305.0,10,false,0
EDGE,58,59,560.0,18,false,1
EDGE,59,58,560.0,17,false,2
EDGE,58,70,548.0,10,false,0
EDGE,70,58,548.0,17,false,2
EDGE,59,60,392.0,18,false,2
EDGE,60,59,392.0,16,false,0
EDGE,59,71,673.0,13,false,0
EDGE,71,59,673.0,9,false,2
EDGE,60,72,396.0,11,false,0
EDGE,72,60,396.0,16,false,1
EDGE,61,62,581.0,17,false,1
EDGE,62,61,581.0,19,false,0
EDGE,61,73,356.0,6,false,0
EDGE,73,61,356.0,14,false,2
EDGE,62,63,571.0,19,false,2
EDGE,63,62,571.0,11,false,0
EDGE,62,74,757.0,19,false,2
EDGE,74,62,757.0,10,false,1
EDGE,63,64,733.0,9,false,2
EDGE,64,63,733.0,18,false,2
EDGE,63,75,342.0,15,false,1
EDGE,75,63,342.0,14,false,2
EDGE,64,65,711.0,14,false,0
EDGE,65,64,711.0,9,false,0
EDGE,64,76,751.0,7,true,2
EDGE,76,64,751.0,7,true,0
EDGE,65,66,537.0,7,false,0
EDGE,66,65,537.0,13,false,1
EDGE,65,77,726.0,7,false,1
EDGE,77,65,726.0,15,false,2
EDGE,66,67,423.0,9,false,2
EDGE,67,66,423.0,11,false,0
EDGE,66,78,788.0,11,false,0
EDGE,78,66,788.0,8,false,2
EDGE,67,68,452.0,6,false,0
EDGE,68,67,452.0,13,false,2
EDGE,67,79,748.0,6,false,1
EDGE,79,67,748.0,11,false,0
EDGE,68,69,494.0,11,true,0
EDGE,69,68,494.0,15,true,1
EDGE,68,80,673.0,19,false,2
EDGE,80,68,673.0,19,false,0
EDGE,69,70,620.0,10,true,0
EDGE,70,69,620.0,13,true,2
EDGE,69,81,503.0,9,false,0
EDGE,81,69,503.0,6,true,1
EDGE,70,71,470.0,17,false,2
EDGE,71,70,470.0,7,false,2
EDGE,70,82,653.0,9,false,0
EDGE,82,70,653.0,5,false,2
EDGE,71,72,327.0,17,false,0
EDGE,72,71,327.0,11,false,0
EDGE,71,83,321.0,15,false,0
EDGE,83,71,321.0,7,false,2
EDGE,72,84,458.0,19,false,0
EDGE,84,72,458.0,7,false,2
EDGE,73,74,513.0,17,false,0
EDGE,74,73,513.0,15,false,2
EDGE,73,85,780.0,16,false,2
EDGE,85,73,780.0,10,false,1
EDGE,74,75,451.0,19,false,1
EDGE,75,74,451.0,12,false,0
EDGE,74,86,377.0,14,false,0
EDGE,86,74,377.0,18,false,2
EDGE,75,76,402.0,11,false,2
EDGE,76,75,402.0,18,false,0
EDGE,75,87,482.0,11,false,2
EDGE,87,75,482.0,11,false,0
EDGE,76,77,718.0,12,false,0
EDGE,77,76,718.0,7,false,0
EDGE,76,88,677.0,10,false,1
EDGE,88,76,677.0,5,false,0
EDGE,77,78,788.0,12,false,0
EDGE,78,77,788.0,14,false,1
EDGE,77,89,422.0,17,false,2
EDGE,89,77,422.0,8,false,2
EDGE,78,79,547.0,15,false,2
EDGE,79,78,547.0,5,true,2
EDGE,78,90,591.0,19,false,1
EDGE,90,78,591.0,18,false,0
EDGE,79,80,533.0,15,false,2
EDGE,80,79,533.0,13,false,1
EDGE,79,91,644.0,6,false,0
EDGE,91,79,644.0,13,false,2
EDGE,80,81,794.0,18,false,1
EDGE,81,80,794.0,5,false,0
EDGE,80,92,723.0,5,false,0
EDGE,92,80,723.0,5,false,0
EDGE,81,82,534.0,5,false,0
EDGE,82,81,534.0,8,false,2
EDGE,81,93,447.0,6,false,0
EDGE,93,81,447.0,8,false,0
EDGE,82,83,713.0,8,false,1
EDGE,83,82,713.0,7,false,2
EDGE,82,94,350.0,9,false,2
EDGE,94,82,350.0,15,true,2
EDGE,83,84,537.0,13,true,2
EDGE,84,83,537.0,19,true,1
EDGE,83,95,440.0,6,false,2
EDGE,95,83,440.0,19,false,1
EDGE,84,96,755.0,15,false,0
EDGE,96,84,755.0,5,false,1
EDGE,85,86,521.0,16,false,2
EDGE,86,85,521.0,10,false,0
EDGE,85,97,392.0,12,false,1
EDGE,97,85,392.0,19,false,2
EDGE,86,87,610.0,14,false,1
EDGE,87,86,610.0,8,false,1
EDGE,86,98,556.0,19,false,2
EDGE,98,86,556.0,15,false,1
EDGE,87,88,642.0,6,false,1
EDGE,88,87,642.0,8,false,0
EDGE,87,99,409.0,17,false,2
EDGE,99,87,409.0,17,false,1
EDGE,88,89,357.0,14,false,2
EDGE,89,88,357.0,15,false,2
EDGE,88,100,468.0,8,false,0
EDGE,100,88,468.0,9,true,1
EDGE,89,90,532.0,7,false,1
EDGE,90,89,532.0,16,false,1
EDGE,89,101,540.0,12,false,0
EDGE,101,89,540.0,17,false,2
EDGE,90,91,771.0,18,false,2
EDGE,91,90,771.0,8,false,0
EDGE,90,102,426.0,13,false,0
EDGE,102,90,426.0,9,false,0
EDGE,91,92,480.0,18,true,0
EDGE,92,91,480.0,9,true,2
EDGE,91,103,446.0,5,false,1
EDGE,103,91,446.0,10,false,1
EDGE,92,93,384.0,15,false,0
EDGE,93,92,384.0,6,false,2
EDGE,92,104,778.0,13,false,2
EDGE,104,92,778.0,11,false,1
EDGE,93,94,365.0,18,false,1
EDGE,94,93,365.0,8,false,1
EDGE,93,105,518.0,9,false,1
EDGE,105,93,518.0,7,false,1
EDGE,94,95,762.0,9,true,0
EDGE,95,94,762.0,14,true,0
EDGE,94,106,620.0,15,false,0
EDGE,106,94,620.0,11,true,1
EDGE,95,96,735.0,12,false,1
EDGE,96,95,735.0,16,false,0
EDGE,95,107,781.0,10,false,2
EDGE,107,95,781.0,15,true,1
EDGE,96,108,362.0,7,false,2
EDGE,108,96,362.0,7,false,0
EDGE,97,98,738.0,7,true,1
EDGE,98,97,738.0,9,true,1
EDGE,97,109,430.0,14,false,1
EDGE,109,97,430.0,17,false,0
EDGE,98,99,662.0,14,false,2
EDGE,99,98,662.0,9,false,0
EDGE,98,110,683.0,7,false,0
EDGE,110,98,683.0,7,false,1
EDGE,99,100,327.0,12,false,0
EDGE,100,99,327.0,13,false,1
EDGE,99,111,612.0,11,false,1
EDGE,111,99,612.0,11,false,2
EDGE,100,101,758.0,11,false,2
EDGE,101,100,758.0,9,false,1
EDGE,100,112,464.0,12,false,1
EDGE,112,100,464.0,16,false,1
EDGE,101,102,503.0,13,false,2
EDGE,102,101,503.0,13,false,0
EDGE,101,113,530.0,10,false,1
EDGE,113,101,530.0,15,false,1
EDGE,102,103,576.0,9,false,0
EDGE,103,102,576.0,17,false,1
EDGE,102,114,665.0,11,false,1
EDGE,114,102,665.0,10,false,1
EDGE,103,104,755.0,17,false,2
EDGE,104,103,755.0,5,false,1
EDGE,103,115,402.0,18,false,2
EDGE,115,103,402.0,14,false,2
EDGE,104,105,798.0,7,false,2
EDGE,105,104,798.0,11,false,2
EDGE,104,116,552.0,16,true,1
EDGE,116,104,552.0,16,true,2
EDGE,105,106,793.0,6,false,0
EDGE,106,105,793.0,16,false,2
EDGE,105,117,432.0,12,false,2
EDGE,117,105,432.0,9,false,1
EDGE,106,107,362.0,18,false,1
EDGE,107,106,362.0,9,false,0
EDGE,106,118,655.0,5,false,2
EDGE,118,106,655.0,13,false,2
EDGE,107,108,609.0,12,false,0
EDGE,108,107,609.0,13,false,1
EDGE,107,119,679.0,10,false,2
EDGE,119,107,679.0,5,false,2
EDGE,108,120,576.0,10,false,0
EDGE,120,108,576.0,11,true,0
EDGE,109,110,747.0,9,false,1
EDGE,110,109,747.0,6,false,1
EDGE,109,121,404.0,11,false,0
EDGE,121,109,404.0,15,false,0
EDGE,110,111,544.0,17,false,1
EDGE,111,110,544.0,9,false,1
EDGE,110,122,352.0,19,false,0
EDGE,122,110,352.0,15,false,1
EDGE,111,112,532.0,13,false,1
EDGE,112,111,532.0,14,false,1
EDGE,111,123,694.0,17,false,0
EDGE,123,111,694.0,11,false,2
EDGE,112,113,340.0,16,false,0
EDGE,113,112,340.0,5,false,2
EDGE,112,124,489.0,7,true,2
EDGE,124,112,489.0,8,true,1
EDGE,113,114,442.0,18,false,0
EDGE,114,113,442.0,6,false,1
EDGE,113,125,634.0,14,false,1
EDGE,125,113,634.0,16,false,2
EDGE,114,115,479.0,8,true,1
EDGE,115,114,479.0,9,true,2
EDGE,114,126,491.0,8,false,2
EDGE,126,114,491.0,15,false,0
EDGE,115,116,791.0,11,false,2
EDGE,116,115,791.0,6,false,1
EDGE,115,127,552.0,9,false,0
EDGE,127,115,552.0,12,false,1
EDGE,116,117,715.0,9,false,0
EDGE,117,116,715.0,18,false,0
EDGE,116,128,364.0,15,false,2
EDGE,128,116,364.0,18,false,2
EDGE,117,118,747.0,5,false,1
EDGE,118,117,747.0,9,false,2
EDGE,117,129,633.0,8,false,1
EDGE,129,117,633.0,7,false,1
EDGE,118,119,545.0,18,false,0
EDGE,119,118,545.0,7,false,2
EDGE,118,130,386.0,6,false,0
EDGE,130,118,386.0,16,false,2
EDGE,119,120,657.0,17,false,1
EDGE,120,119,657.0,19,false,0
EDGE,119,131,353.0,19,false,2
EDGE,131,119,353.0,15,false,1
EDGE,120,132,517.0,10,false,0
EDGE,132,120,517.0,12,false,0
EDGE,121,122,789.0,6,false,0
EDGE,122,121,789.0,12,false,1
EDGE,121,133,654.0,13,false,0
EDGE,133,121,654.0,5,false,0
EDGE,122,123,465.0,13,false,0
EDGE,123,122,465.0,18,false,1
EDGE,122,134,724.0,12,false,0
EDGE,134,122,724.0,5,false,1
EDGE,123,124,459.0,10,false,1
EDGE,124,123,459.0,14,false,1
EDGE,123,135,449.0,14,false,2
EDGE,135,123,449.0,10,false,0
EDGE,124,125,374.0,18,false,2
EDGE,125,124,374.0,11,false,0
EDGE,124,136,733.0,13,false,0
EDGE,136,124,733.0,14,false,0
EDGE,125,126,572.0,17,false,0
EDGE,126,125,572.0,6,false,1
EDGE,125,137,583.0,7,false,0
EDGE,137,125,583.0,13,false,1
EDGE,126,127,738.0,15,false,1
EDGE,127,126,738.0,17,false,0
EDGE,126,138,693.0,10,false,2
EDGE,138,126,693.0,8,false,1
EDGE,127,128,515.0,18,false,2
EDGE,128,127,515.0,18,false,1
EDGE,127,139,573.0,18,false,2
EDGE,139,127,573.0,13,false,0
EDGE,128,129,793.0,5,false,0
EDGE,129,128,793.0,17,false,2
EDGE,128,140,708.0,16,false,1
EDGE,140,128,708.0,19,false,0
EDGE,129,130,732.0,5,false,0
EDGE,130,129,732.0,5,false,0
EDGE,129,141,423.0,5,false,0
EDGE,141,129,423.0,11,false,1
EDGE,130,131,632.0,8,false,2
EDGE,131,130,632.0,9,false,2
EDGE,130,142,474.0,9,false,2
EDGE,142,130,474.0,19,false,0
EDGE,131,132,782.0,7,false,2
EDGE,132,131,782.0,18,false,1
EDGE,131,143,418.0,11,false,0
EDGE,143,131,418.0,12,false,0
EDGE,132,144,646.0,15,false,2
EDGE,144,132,646.0,17,false,1
EDGE,133,134,737.0,13,false,2
EDGE,134,133,737.0,12,false,0
EDGE,134,135,566.0,14,false,1
EDGE,135,134,566.0,18,true,2
EDGE,135,136,769.0,9,false,2
EDGE,136,135,769.0,9,false,1
EDGE,136,137,312.0,9,false,1
EDGE,137,136,312.0,13,false,2
EDGE,137,138,665.0,18,false,2
EDGE,138,137,665.0,6,false,0
EDGE,138,139,669.0,12,false,1
EDGE,139,138,669.0,16,false,0
EDGE,139,140,381.0,11,false,0
EDGE,140,139,381.0,9,false,0
EDGE,140,141,644.0,5,false,2
EDGE,141,140,644.0,7,false,0
EDGE,141,142,482.0,14,false,1
EDGE,142,141,482.0,14,false,0
EDGE,142,143,663.0,19,false,1
EDGE,143,142,663.0,18,false,2
EDGE,143,144,651.0,17,false,1
EDGE,144,143,651.0,8,false,0
